hh1,hh2,area,zone,state,hh_members_num,hhsex,hhage,helevel,wi_quintile_mics,urban_wi_quintile_mics,fies_score,hh_mn_mean_age_yrs,hh_wm_mean_age_yrs,hh_mn_mean_life_satisfaction,hh_mn_overall_happiness,hh_wm_mean_life_satisfaction,hh_wm_overall_happiness
705.0,14.0,RURAL,North East,GOMBE,7.0,Male,35.0,None,Second,,8,35.0,30.0,6.0,1.0,6.0,1.0
705.0,15.0,RURAL,North East,GOMBE,11.0,Male,46.0,None,Poorest,,4,,29.666666666666668,,,6.333333333333333,3.0
705.0,16.0,RURAL,North East,GOMBE,8.0,Male,40.0,None,Poorest,,8,40.0,27.5,3.0,0.0,6.0,1.0
705.0,17.0,RURAL,North East,GOMBE,10.0,Male,42.0,None,Second,,4,,32.5,,,4.0,1.0
705.0,18.0,RURAL,North East,GOMBE,5.0,Male,25.0,None,Second,,8,25.0,21.0,7.0,1.0,7.0,1.0
705.0,19.0,RURAL,North East,GOMBE,10.0,Male,54.0,None,Poorest,,6,,25.5,,,5.0,2.0
705.0,20.0,RURAL,North East,GOMBE,7.0,Male,35.0,None,Second,,0,35.0,24.0,5.0,0.0,5.5,1.0
706.0,1.0,URBAN,North East,GOMBE,9.0,Male,36.0,Senior secondary,Fourth,Second,7,36.0,25.0,6.0,1.0,7.0,1.0
706.0,2.0,URBAN,North East,GOMBE,16.0,Male,60.0,None,Fourth,Second,8,,31.0,,,9.0,2.0
706.0,3.0,URBAN,North East,GOMBE,11.0,Male,43.0,Higher/tertiary,Richest,Richest,0,43.0,29.5,8.0,1.0,8.5,2.0
706.0,4.0,URBAN,North East,GOMBE,7.0,Male,48.0,Primary,Fourth,Middle,4,,32.0,,,9.5,2.0
706.0,5.0,URBAN,North East,GOMBE,5.0,Male,31.0,Senior secondary,Fourth,Middle,5,31.0,18.0,5.0,1.0,9.0,1.0
706.0,6.0,URBAN,North East,GOMBE,18.0,Male,60.0,Higher/tertiary,Middle,Second,5,,33.0,,,8.0,3.0
706.0,7.0,URBAN,North East,GOMBE,10.0,Male,40.0,Primary,Fourth,Second,8,24.333333333333332,30.0,5.0,1.0,8.0,2.0
706.0,8.0,URBAN,North East,GOMBE,9.0,Male,42.0,Primary,Middle,Poorest,8,,25.5,,,7.0,2.0
706.0,9.0,URBAN,North East,GOMBE,5.0,Male,22.0,Senior secondary,Fourth,Second,6,20.0,17.0,5.0,2.0,9.0,1.0
706.0,10.0,URBAN,North East,GOMBE,22.0,Male,55.0,None,Middle,Poorest,8,,32.5,,,6.25,4.0
706.0,11.0,URBAN,North East,GOMBE,10.0,Male,35.0,None,Middle,Poorest,6,35.0,26.0,6.0,1.0,8.0,2.0
706.0,12.0,URBAN,North East,GOMBE,13.0,Male,35.0,None,Middle,Poorest,8,,27.5,,,5.5,1.0
706.0,13.0,URBAN,North East,GOMBE,12.0,Male,48.0,Higher/tertiary,Middle,Second,6,34.0,27.666666666666668,4.5,1.0,7.0,3.0
706.0,14.0,URBAN,North East,GOMBE,8.0,Male,31.0,Senior secondary,Middle,Poorest,8,,23.0,,,4.0,0.0
706.0,15.0,URBAN,North East,GOMBE,14.0,Male,36.0,Junior secondary,Middle,Poorest,6,26.0,24.5,4.0,1.0,7.0,2.0
706.0,16.0,URBAN,North East,GOMBE,7.0,Male,77.0,None,Second,Poorest,7,,45.0,,,7.0,1.0
706.0,17.0,URBAN,North East,GOMBE,14.0,Male,40.0,Higher/tertiary,Middle,Second,6,28.0,31.0,5.5,1.0,8.0,2.0
706.0,18.0,URBAN,North East,GOMBE,8.0,Male,35.0,None,Middle,Poorest,8,,30.0,,,7.0,1.0
706.0,19.0,URBAN,North East,GOMBE,6.0,Male,35.0,None,Middle,Poorest,6,35.0,28.0,6.0,1.0,7.0,1.0
706.0,20.0,URBAN,North East,GOMBE,5.0,Male,78.0,None,Fourth,Middle,8,,25.0,,,7.0,1.0
707.0,1.0,URBAN,North East,GOMBE,8.0,Male,50.0,Senior secondary,Middle,Poorest,7,,23.0,,,9.0,3.0
707.0,2.0,URBAN,North East,GOMBE,6.0,Male,22.0,Higher/tertiary,Fourth,Middle,8,22.0,15.0,5.0,1.0,7.0,1.0
707.0,3.0,URBAN,North East,GOMBE,3.0,Male,84.0,Primary,Fourth,Second,4,,,,,,
707.0,4.0,URBAN,North East,GOMBE,5.0,Male,32.0,Higher/tertiary,Richest,Middle,8,32.0,30.0,5.0,1.0,7.0,1.0
707.0,5.0,URBAN,North East,GOMBE,4.0,Male,36.0,Senior secondary,Fourth,Second,5,,32.0,,,8.0,1.0
707.0,6.0,URBAN,North East,GOMBE,5.0,Male,39.0,Higher/tertiary,Fourth,Middle,8,39.0,32.0,5.0,1.0,7.0,1.0
707.0,7.0,URBAN,North East,GOMBE,7.0,Male,45.0,None,Second,Poorest,8,,30.0,,,5.0,0.0
707.0,8.0,URBAN,North East,GOMBE,16.0,Male,60.0,Higher/tertiary,Fourth,Middle,4,17.333333333333332,26.833333333333332,5.0,2.0,7.0,6.0
707.0,9.0,URBAN,North East,GOMBE,11.0,Male,40.0,Primary,Middle,Second,4,,24.0,,,6.0,1.0
707.0,10.0,URBAN,North East,GOMBE,1.0,Female,38.0,Higher/tertiary,Richest,Fourth,0,,38.0,,,7.0,1.0
707.0,11.0,URBAN,North East,GOMBE,10.0,Male,48.0,Senior secondary,Richest,Fourth,7,,34.0,,,5.5,1.0
707.0,12.0,URBAN,North East,GOMBE,8.0,Male,47.0,None,Fourth,Second,8,31.5,28.0,5.0,1.0,8.0,2.0
707.0,13.0,URBAN,North East,GOMBE,3.0,Male,31.0,Higher/tertiary,Richest,Fourth,3,,30.0,,,10.0,1.0
707.0,14.0,URBAN,North East,GOMBE,1.0,Male,35.0,Higher/tertiary,Richest,Fourth,0,35.0,,5.0,1.0,,
707.0,15.0,URBAN,North East,GOMBE,5.0,Female,45.0,Senior secondary,Fourth,Middle,6,,28.333333333333332,,,7.666666666666667,3.0
707.0,16.0,URBAN,North East,GOMBE,6.0,Male,64.0,Higher/tertiary,Richest,Fourth,0,22.666666666666668,24.0,4.333333333333333,1.0,9.0,1.0
707.0,17.0,URBAN,North East,GOMBE,9.0,Male,51.0,Higher/tertiary,Richest,Fourth,1,,24.333333333333332,,,7.333333333333333,3.0
707.0,18.0,URBAN,North East,GOMBE,4.0,Male,30.0,Higher/tertiary,Fourth,Middle,5,30.0,28.0,5.0,1.0,7.0,1.0
707.0,19.0,URBAN,North East,GOMBE,3.0,Male,30.0,None,Middle,Poorest,4,,21.0,,,6.0,1.0
707.0,20.0,URBAN,North East,GOMBE,4.0,Male,30.0,Senior secondary,Fourth,Second,5,30.0,18.0,6.0,1.0,7.0,1.0
708.0,1.0,RURAL,North East,GOMBE,5.0,Male,27.0,Senior secondary,Middle,,3,27.0,25.0,5.0,0.0,6.0,1.0
708.0,2.0,RURAL,North East,GOMBE,7.0,Male,37.0,Senior secondary,Middle,,3,,30.0,,,5.0,1.0
708.0,3.0,RURAL,North East,GOMBE,4.0,Male,40.0,Senior secondary,Fourth,,3,40.0,37.0,5.0,1.0,4.0,1.0
708.0,4.0,RURAL,North East,GOMBE,2.0,Male,31.0,Higher/tertiary,Middle,,8,,24.0,,,9.0,1.0
708.0,5.0,RURAL,North East,GOMBE,6.0,Female,65.0,None,Second,,5,,15.0,,,5.0,1.0
708.0,6.0,RURAL,North East,GOMBE,4.0,Female,84.0,None,Poorest,,0,,23.5,,,9.0,2.0
708.0,7.0,RURAL,North East,GOMBE,1.0,Male,26.0,Senior secondary,Second,,2,26.0,,5.0,1.0,,
708.0,8.0,RURAL,North East,GOMBE,5.0,Male,38.0,Senior secondary,Poorest,,8,,30.0,,,9.0,1.0
708.0,9.0,RURAL,North East,GOMBE,9.0,Male,46.0,Higher/tertiary,Second,,6,27.333333333333332,36.0,5.0,1.0,8.0,1.0
708.0,10.0,RURAL,North East,GOMBE,9.0,Male,50.0,Senior secondary,Second,,8,,31.666666666666668,,,8.666666666666666,3.0
708.0,11.0,RURAL,North East,GOMBE,11.0,Male,58.0,Senior secondary,Second,,7,24.0,22.0,4.0,0.0,2.6666666666666665,1.0
708.0,12.0,RURAL,North East,GOMBE,4.0,Male,31.0,Senior secondary,Second,,8,,29.0,,,7.0,1.0
708.0,13.0,RURAL,North East,GOMBE,1.0,Male,30.0,Senior secondary,Second,,8,30.0,,5.0,1.0,,
